A,B
8,20
8,21
8,21
8,23
9,21
8,20
6,20
8,22
9,19
7,21
7,21
8,21
6,20
7,21
9,20
9,22
9,20
9,22
6,21
8,22
7,19
7,20
8,21
8,22
6,21
8,20
7,21
8,20
9,20
7,20
9,22
7,21
8,21
8,21
7,21
8,20
9,21
8,20
8,22
9,22
