A,B
7,19
7,31
19,32
13,29
8,21
7,19
16,31
19,32
14,26
11,25
15,31
13,31
12,26
19,32
20,32
7,20
20,32
15,28
18,31
16,31
20,31
18,32
8,29
6,18
20,32
21,33
18,32
19,32
8,21
20,32
8,20
19,32
7,19
20,32
7,19
7,25
8,28
19,32
8,21
9,25
8,21
7,20
8,30
20,32
20,33
21,32
14,27
8,30
19,32
20,32
20,32
19,31
7,20
20,32
20,32
12,26
16,30
20,33
19,32
7,21
9,22
21,32
8,31
20,32
19,31
19,32
19,32
10,23
21,32
6,20
7,31
20,32
8,31
8,20
17,29
20,32
20,32
8,31
20,32
8,22
20,32
8,21
20,32
16,30
20,32
19,32
19,32
20,32
7,20
21,33
19,32
20,32
20,32
7,21
15,31
20,33
21,32
8,21
20,32
19,32
19,31
8,20
15,31
20,32
7,29
7,19
20,33
8,21
20,32
19,32
7,19
12,31
15,28
21,32
8,28
8,21
19,30
20,32
20,32
8,31
14,27
7,19
19,32
7,31
7,23
20,32
7,20
17,30
20,32
20,32
20,32
20,32
19,32
11,32
19,31
7,20
7,27
17,32
19,31
7,28
17,32
20,33
19,31
17,30
20,32
19,32
8,24
19,31
7,25
15,31
18,31
9,32
20,32
19,32
19,32
19,32
19,31
32,19
21,32
20,32
8,23
20,32
20,32
7,26
19,32
19,31
20,32
7,31
8,29
20,32
7,19
7,21
15,29
14,30
19,31
11,24
19,31
18,31
11,24
18,32
20,31
19,31
9,23
10,30
8,21
19,31
14,32
8,21
20,33
21,32
10,23
18,31
17,31
20,32
8,21
18,32
8,31
7,30
7,20
20,32
18,31
18,31
20,32
12,32
19,32
19,32
7,18
19,31
19,32
7,19
7,32
19,32
17,30
19,31
18,32
20,32
19,31
15,30
19,32
7,26
20,31
19,32
10,31
10,32
20,32
18,31
19,32
20,32
17,31
19,31
16,29
8,29
8,31
9,31
20,32
8,32
7,20
8,21
18,31
8,32
7,20
9,28
7,19
8,26
20,32
13,32
19,32
8,21
10,29
7,21
20,32
16,31
20,32
8,32
19,31
11,26
12,25
7,20
20,32
8,19
19,32
19,32
15,27
19,32
20,32
9,30
19,31
9,21
7,20
18,30
17,30
18,32
8,21
18,31
20,32
8,32
7,20
31,19
8,31
20,32
18,31
18,30
11,29
10,23
15,29
19,31
19,32
15,28
19,31
19,31
7,24
9,31
19,32
20,32
15,30
8,22
10,32
13,31
8,31
19,32
20,31
8,25
19,31
19,31
16,32
20,32
8,28
10,22
19,32
9,22
7,21
20,32
7,20
7,20
19,32
17,30
11,24
19,32
13,27
18,31
7,19
20,32
19,32
12,25
19,32
19,31
8,19
7,29
7,19
19,32
11,24
7,31
19,31
20,32
7,19
15,28
15,31
20,32
20,32
19,32
8,24
20,33
8,20
21,33
19,31
19,31
20,32
8,23
10,23
7,30
20,32
20,32
19,32
20,32
20,32
20,32
18,31
19,32
20,32
8,21
7,28
11,31
18,31
20,33
7,21
15,28
8,26
19,32
8,28
20,32
8,27
13,25
8,31
13,31
20,32
20,32
18,31
20,31
17,32
21,32
17,30
20,32
16,29
19,31
15,30
20,33
20,32
7,20
15,32
15,29
19,31
8,20
17,32
20,32
19,32
19,32
21,32
7,19
7,19
10,25
11,23
16,30
7,19
13,30
6,19
7,31
10,27
20,32
20,31
17,30
20,32
18,31
20,32
19,32
16,28
18,31
15,28
19,33
18,32
6,19
20,32
20,32
7,32
19,32
19,32
20,32
19,32
18,31
16,28
16,31
19,32
8,31
19,31
9,21
8,19
15,29
18,32
18,31
19,32
19,31
18,31
17,32
9,30
19,32
21,32
20,31
10,31
17,31
15,28
7,22
20,32
8,21
11,24
14,30
12,24
11,24
7,19
11,25
19,32
20,32
21,33
20,32
20,31
12,25
9,32
7,19
10,32
16,31
20,33
18,31
10,26
8,22
20,32
19,31
20,32
7,20
20,32
7,29
10,31
9,32
12,31
13,27
12,25
7,19
8,20
8,21
8,20
19,31
20,32
21,33
7,26
20,32
11,31
20,33
20,32
7,19
7,31
11,32
8,30
20,32
19,32
17,32
10,23
20,32
17,30
19,32
11,24
14,31
19,32
7,21
7,19
8,22
7,21
19,32
17,31
19,31
8,20
11,31
18,32
7,20
8,19
19,32
11,32
7,20
7,31
19,31
7,19
19,32
12,25
7,19
20,32
17,30
20,32
7,20
19,32
8,20
8,31
17,31
15,28
18,31
16,32
20,32
8,32
8,31
11,23
18,32
19,32
7,19
20,32
8,31
8,21
20,32
7,20
13,31
19,32
8,31
20,32
20,32
10,27
19,32
21,33
6,18
20,33
20,32
7,20
20,32
9,26
18,31
14,27
7,18
13,25
19,32
16,31
20,32
20,32
14,31
19,32
20,31
19,32
21,32
12,27
20,32
19,31
7,31
17,31
21,32
20,32
7,31
19,32
14,27
20,32
8,30
7,30
7,22
13,26
19,31
19,31
20,33
20,32
20,32
15,31
7,19
16,29
20,31
19,32
19,32
8,26
20,32
14,28
8,31
20,32
20,32
19,32
18,32
19,32
8,20
18,31
19,31
13,31
18,32
15,31
20,32
20,32
20,32
7,23
19,31
8,24
7,20
12,31
16,29
18,31
7,31
18,31
19,31
19,32
8,20
8,23
20,32
8,20
19,31
7,20
19,32
7,19
18,31
7,19
19,32
13,31
19,32
19,32
19,33
10,31
10,23
18,31
19,31
20,32
8,22
8,19
9,22
8,29
19,32
19,32
8,32
20,32
18,31
21,32
10,23
7,18
19,32
7,31
8,31
21,32
7,19
7,19
19,32
7,19
15,30
13,26
19,32
19,32
7,31
10,31
8,21
20,32
8,20
20,32
15,32
7,31
7,20
20,32
19,32
8,20
7,19
7,20
12,32
8,24
6,19
13,29
9,22
19,31
7,29
7,19
21,33
18,31
20,33
6,18
13,27
20,32
8,29
20,32
8,31
19,31
16,29
7,18
10,31
18,31
20,32
9,22
8,19
19,31
12,26
9,32
21,33
20,32
21,32
7,19
20,32
8,31
18,31
7,32
8,20
20,32
7,20
19,31
8,21
19,32
8,21
6,19
18,30
19,31
19,32
8,21
21,32
20,32
19,33
12,25
19,31
20,33
6,18
7,20
20,32
20,32
20,32
7,19
8,21
7,19
8,23
19,32
11,31
19,31
7,22
14,27
19,32
8,21
19,32
7,20
10,23
20,32
12,31
8,30
20,32
14,27
20,32
20,33
18,31
7,20
19,32
19,32
15,28
20,31
19,32
16,30
9,32
20,32
7,21
20,32
16,30
20,33
20,31
11,24
19,31
10,25
18,31
8,32
20,32
8,32
8,21
8,21
16,32
20,32
20,31
14,29
10,28
7,19
19,32
9,22
7,20
19,31
11,24
8,30
8,21
20,31
19,31
9,22
8,21
8,32
7,31
8,31
10,31
20,32
7,27
20,33
19,32
8,31
20,33
18,31
12,24
17,32
18,31
8,31
19,32
11,26
17,31
20,32
8,20
19,32
20,32
20,32
18,32
20,31
8,26
16,31
7,20
19,32
19,32
14,27
19,32
19,31
15,32
7,31
20,32
20,31
19,32
13,25
11,31
14,31
19,32
19,32
7,20
7,20
18,31
20,32
20,32
14,27
20,32
19,32
9,25
20,32
19,31
8,23
8,30
8,20
18,32
20,32
18,31
18,31
19,32
7,28
19,32
13,25
16,29
8,22
15,28
7,31
20,31
20,32
21,32
19,32
18,31
19,32
14,27
7,30
17,31
9,30
8,31
18,32
18,31
20,32
19,32
19,31
19,32
12,31
20,32
8,20
21,32
19,31
8,32
19,32
6,19
8,20
13,26
20,32
7,20
14,28
7,28
15,32
19,31
7,19
10,23
19,32
16,31
8,19
8,21
21,32
21,32
12,32
18,31
19,31
15,27
19,32
8,21
20,32
20,32
14,27
20,32
13,31
12,32
19,32
7,19
8,31
19,31
20,31
8,23
19,32
20,32
11,24
7,27
15,28
19,31
7,31
20,32
11,24
19,32
20,32
19,31
8,20
19,32
17,31
15,29
19,32
19,32
13,31
14,27
20,32
10,24
20,32
14,31
20,31
18,32
8,31
10,32
7,19
21,32
18,31
19,32
19,31
19,31
19,31
19,31
13,28
20,32
19,32
8,21
20,31
20,32
18,31
14,27
10,32
10,31
19,31
7,20
20,32
11,30
19,31
7,29
19,32
12,31
8,21
16,28
20,32
10,31
8,32
21,33
9,21
8,32
18,30
20,32
20,33
7,19
8,31
7,20
8,20
20,33
19,31
20,32
13,31
19,31
20,33
21,32
13,32
19,32
19,31
20,31
7,19
19,32
15,31
19,32
11,25
11,30
20,32
7,19
19,32
14,28
20,32
19,31
8,20
10,28
19,32
14,30
16,29
8,31
13,32
20,31
20,32
11,23
18,31
19,31
19,32
13,25
21,32
20,32
20,32
19,32
21,32
8,20
20,32
7,19
19,32
20,32
14,28
13,29
8,20
15,32
13,26
7,20
20,32
8,31
13,26
7,19
19,31
20,32
19,32
13,25
19,32
7,19
7,20
18,31
17,32
18,32
19,31
7,19
20,32
19,32
19,32
19,32
8,26
8,28
14,31
14,28
8,21
16,29
17,29
19,31
19,31
7,20
20,33
13,25
19,32
19,31
21,33
14,27
21,32
20,32
20,32
9,23
20,32
19,32
11,24
20,32
19,31
20,32
19,32
19,31
20,32
18,32
13,27
20,31
13,26
8,20
8,21
8,19
7,23
20,32
7,19
8,28
18,31
8,23
21,32
8,27
11,24
10,23
8,22
19,31
8,20
18,32
9,21
21,32
19,32
19,32
19,32
10,27
13,25
18,31
7,20
11,24
8,20
11,24
21,33
19,31
9,31
19,32
20,32
16,32
16,32
20,32
11,29
9,22
20,32
12,25
20,32
8,21
14,31
7,19
13,26
20,32
7,19
19,31
21,32
6,18
8,26
12,25
8,19
18,31
20,33
7,19
18,30
7,18
20,32
8,28
19,32
18,31
11,30
20,32
20,32
20,32
8,31
15,32
15,27
14,28
17,29
6,18
11,24
19,31
7,20
20,32
7,19
20,32
20,32
9,22
18,31
11,24
17,30
14,26
14,26
18,31
14,31
18,32
19,32
7,19
14,32
7,26
13,25
8,21
7,20
19,32
18,31
21,32
20,32
12,24
20,32
8,26
7,20
6,20
13,26
19,32
7,25
8,21
19,31
21,33
20,32
16,29
19,31
20,33
8,22
7,31
18,31
13,27
15,28
8,26
20,32
19,32
21,33
12,24
20,31
15,28
19,32
15,31
12,31
20,32
8,31
8,31
18,31
8,20
20,32
19,31
19,32
12,25
20,32
8,22
14,28
7,19
18,32
17,31
20,32
20,31
19,32
15,32
8,25
7,19
19,31
8,31
7,19
18,31
12,24
7,32
8,23
13,31
8,20
21,32
15,31
9,22
12,25
19,32
7,20
16,29
20,31
20,32
19,31
7,20
15,31
14,31
20,32
18,32
7,19
7,21
8,31
20,32
20,32
19,31
21,32
20,32
14,32
18,32
8,30
18,31
19,32
19,32
19,32
18,31
12,25
20,31
20,32
17,30
20,32
8,32
20,32
20,33
20,32
19,31
19,31
8,31
16,29
7,20
19,32
8,20
18,32
7,23
8,31
7,19
21,32
10,27
7,19
19,32
20,31
20,32
6,20
12,31
20,32
20,31
15,28
20,32
16,32
6,19
20,32
19,31
14,28
11,26
15,27
7,31
19,31
20,32
19,31
16,29
14,28
18,32
7,20
19,32
12,25
20,32
18,31
8,24
19,31
19,31
9,22
7,19
20,32
20,32
20,32
18,31
6,19
19,32
8,20
11,23
20,31
12,30
20,32
20,32
19,31
20,33
19,32
8,19
8,24
20,31
8,19
8,32
9,27
19,32
8,21
8,19
14,30
20,32
20,31
9,31
19,32
19,32
19,31
20,32
7,20
12,31
19,31
19,31
10,25
18,31
19,31
17,30
18,31
10,23
8,21
20,32
7,20
18,31
20,32
7,19
8,31
20,31
19,32
8,20
7,19
19,31
7,31
20,32
11,29
9,23
20,32
19,32
19,32
7,18
7,31
20,32
16,28
19,32
8,32
18,32
16,30
8,21
9,21
12,28
20,32
20,32
20,32
17,31
20,32
17,30
20,31
8,20
19,32
20,32
20,32
19,31
8,21
12,24
19,31
10,31
6,18
21,31
13,26
19,32
7,19
7,20
10,31
18,31
10,24
21,32
20,32
7,31
20,31
7,20
19,32
12,25
19,31
8,27
19,32
19,32
11,24
11,24
20,32
16,29
20,33
8,21
7,25
20,32
8,31
20,32
19,32
6,19
20,32
20,33
19,32
19,32
20,32
8,19
8,20
20,32
20,33
19,31
19,32
20,32
7,19
20,32
20,32
10,31
9,27
8,20
15,29
7,21
19,31
7,20
10,23
19,32
10,23
7,32
8,21
7,19
19,32
20,32
20,32
8,20
8,20
20,31
7,21
7,20
20,32
19,32
7,21
8,31
9,31
7,20
20,32
18,31
19,32
8,32
19,31
16,31
20,31
8,20
18,31
19,31
20,32
19,31
20,32
8,32
18,32
14,32
9,31
18,31
8,32
13,29
7,20
10,32
19,32
20,32
19,31
20,31
8,20
7,31
8,31
14,32
14,27
19,31
19,31
19,31
20,32
18,31
19,31
10,24
19,31
15,31
15,31
19,32
20,33
21,33
8,28
18,32
18,31
17,32
20,31
13,26
8,20
19,32
21,33
20,33
7,21
11,28
9,22
7,31
20,33
20,32
20,33
7,19
16,31
16,28
20,32
15,32
19,31
19,32
7,20
8,29
7,21
19,31
19,32
19,32
8,20
19,33
20,32
20,32
13,26
7,28
8,21
9,27
20,33
18,31
7,20
19,31
21,32
19,31
19,32
18,31
16,30
19,32
16,32
19,31
20,32
20,32
8,21
19,32
19,31
20,32
9,22
9,29
19,32
8,32
19,32
20,32
7,31
8,24
20,32
9,32
19,32
19,33
7,25
7,19
20,32
7,19
19,32
16,29
8,20
20,31
7,29
7,29
8,22
10,25
20,33
20,32
19,32
8,31
8,27
16,30
16,32
16,30
16,31
18,31
20,32
15,27
20,32
13,26
17,30
10,29
17,30
19,32
19,31
20,32
19,32
7,19
10,31
12,25
16,29
7,19
8,21
19,31
13,27
19,31
19,31
11,24
7,19
21,33
17,30
8,20
7,26
11,24
16,31
18,31
19,31
15,28
19,32
8,27
7,27
7,29
7,21
7,31
13,25
8,32
21,32
7,18
14,31
21,32
8,20
6,19
7,23
14,27
8,32
18,31
10,29
19,32
20,32
20,32
18,32
19,32
8,31
20,32
16,32
10,23
8,21
10,31
18,31
12,31
9,29
19,32
12,32
7,21
7,20
7,31
12,25
19,31
20,32
20,32
9,31
13,29
19,32
19,32
19,32
20,32
15,28
20,32
7,19
9,22
20,32
19,32
8,31
16,30
20,33
13,31
8,27
9,22
20,33
18,31
11,25
20,32
20,32
16,32
20,32
8,25
10,23
17,29
7,19
7,19
8,19
11,32
7,20
18,31
19,30
20,32
18,31
20,32
21,32
19,32
20,31
19,31
7,32
20,32
7,28
20,32
13,26
7,20
8,19
7,31
8,26
12,25
7,31
7,21
18,31
19,31
13,31
16,31
7,19
19,32
12,32
11,32
9,21
7,21
7,20
20,32
20,32
7,19
20,32
20,32
16,29
7,19
8,21
15,27
14,27
19,32
7,19
8,31
13,31
7,19
19,31
9,28
18,30
20,32
20,32
12,24
7,19
7,19
7,19
21,32
9,28
17,30
16,30
19,32
19,32
18,31
19,31
20,33
19,32
12,30
12,32
19,32
15,29
7,31
7,20
7,29
7,25
19,32
16,29
19,32
19,32
8,21
17,31
17,29
18,31
7,31
8,20
12,25
13,25
20,32
13,26
19,32
21,33
16,31
20,32
19,31
8,21
19,31
19,32
16,31
13,26
19,32
8,32
7,20
19,32
7,20
7,32
20,32
19,31
19,31
20,32
19,32
7,28
19,32
15,28
20,32
14,27
18,31
7,20
15,28
20,33
7,20
10,31
20,32
13,30
8,31
20,32
20,32
20,32
13,25
6,19
16,30
7,23
10,24
18,32
20,32
18,31
11,30
19,32
20,32
19,31
7,19
16,30
19,31
7,30
20,32
21,32
12,29
8,31
21,33
8,21
13,27
10,23
7,30
8,20
19,31
8,21
14,29
9,22
21,32
16,31
10,23
7,19
21,33
7,23
20,32
19,32
20,32
19,32
7,20
19,32
7,31
12,28
16,32
7,20
20,32
7,19
20,32
19,32
11,31
7,20
20,31
10,23
7,30
8,20
20,32
7,20
19,31
18,31
8,27
8,26
20,32
21,32
16,32
8,30
17,31
8,20
19,31
16,32
19,32
18,30
17,30
20,32
20,32
16,30
8,22
20,32
8,22
14,32
8,28
19,32
19,31
20,32
17,30
9,22
8,32
19,31
8,32
8,21
21,32
15,27
19,32
18,32
19,32
19,31
19,31
19,32
16,28
7,19
15,27
14,30
9,28
7,20
6,18
19,32
12,26
13,29
8,31
18,31
20,32
12,32
9,21
7,19
18,31
8,28
7,20
15,31
8,20
8,32
19,32
8,22
16,29
21,32
16,29
19,32
13,27
7,19
19,32
8,22
18,30
19,32
14,28
20,32
20,32
20,32
7,30
6,19
13,26
19,32
19,31
12,31
20,31
15,32
8,31
11,26
7,20
7,20
20,32
17,30
20,31
12,31
18,31
7,20
9,22
19,32
8,24
7,19
19,32
20,32
7,20
20,32
20,32
11,31
10,30
9,23
8,24
20,32
14,27
15,28
21,32
11,24
11,25
8,32
7,27
8,32
20,32
19,31
18,31
19,31
15,30
7,21
20,32
20,32
20,32
7,20
8,21
16,30
9,31
19,31
18,31
9,32
7,20
12,25
6,19
10,32
7,19
18,31
8,22
20,32
20,31
9,21
19,32
14,31
18,30
8,24
14,27
8,28
15,29
8,31
20,32
12,31
9,27
20,32
9,22
8,19
7,19
7,19
12,32
12,28
13,31
7,20
19,31
13,31
20,32
8,29
20,32
20,32
18,30
17,31
13,27
19,32
6,19
9,22
19,31
19,31
7,21
20,32
8,22
6,19
20,33
19,31
20,32
19,32
19,31
19,32
20,31
20,32
20,32
21,33
8,32
18,30
12,31
20,32
18,31
7,24
14,27
19,32
20,32
8,20
20,32
19,31
16,30
7,20
8,23
19,32
7,32
11,32
9,32
20,32
20,32
7,31
8,30
11,27
20,32
8,20
19,32
8,31
13,26
19,32
19,32
18,31
20,32
8,32
16,30
8,23
19,31
19,32
16,28
19,31
21,32
7,30
10,30
18,31
20,32
8,27
21,33
20,32
8,31
20,33
7,20
7,31
7,19
20,32
12,26
7,26
19,31
7,20
20,31
13,26
16,31
19,31
19,32
14,28
19,32
20,31
15,32
20,32
20,32
20,32
19,32
20,32
20,32
18,32
8,31
20,33
7,20
7,20
15,27
9,23
7,24
19,32
19,33
20,32
20,31
13,31
17,30
12,26
19,31
18,32
20,32
20,32
11,31
20,32
8,20
18,32
14,31
18,31
19,32
13,31
7,19
13,26
20,32
15,31
7,22
18,31
18,32
21,33
8,31
20,32
19,31
8,25
19,32
19,31
20,32
7,20
13,32
16,29
7,28
19,31
20,31
19,32
19,32
16,29
13,32
7,20
8,32
20,32
9,22
21,32
9,22
8,23
8,31
10,31
18,30
7,27
11,24
19,32
7,20
8,21
8,21
7,19
20,31
7,20
19,32
10,23
7,19
7,23
18,31
19,31
21,33
7,20
20,32
18,32
20,32
20,32
20,32
17,30
10,26
7,20
8,31
21,32
11,32
6,18
20,32
20,32
7,19
19,32
19,32
20,33
13,25
21,32
20,32
19,31
18,31
9,24
9,31
14,27
19,32
19,32
18,32
19,32
20,32
7,31
8,32
21,33
19,32
7,20
20,32
19,32
8,20
20,32
19,32
8,20
14,30
12,25
12,31
8,29
9,32
15,28
18,30
20,32
20,32
20,32
8,24
10,29
17,30
19,32
17,31
6,19
21,33
16,30
20,32
7,32
8,29
8,32
16,28
9,24
8,22
8,31
15,31
8,22
12,26
18,31
20,31
8,31
19,32
16,29
7,19
20,32
11,32
19,31
8,25
20,32
7,20
7,20
18,32
18,31
19,31
20,32
19,32
20,32
19,32
7,26
11,23
20,33
20,32
12,25
20,32
19,31
19,31
19,32
16,30
10,24
20,32
8,31
19,32
19,31
20,33
15,29
20,32
7,21
8,31
12,25
7,19
10,31
17,31
14,31
18,31
19,31
13,31
19,31
17,31
19,32
21,32
20,32
19,32
20,32
8,24
18,30
7,20
19,32
8,28
19,31
13,31
13,26
10,31
20,31
19,32
8,20
19,32
9,24
13,29
8,27
21,32
8,22
19,32
20,32
19,32
19,32
20,32
19,31
20,32
9,21
7,20
8,25
8,21
18,31
20,32
8,32
11,24
19,32
21,32
20,32
16,28
19,32
19,31
14,31
20,32
19,31
17,30
7,30
19,32
21,33
7,19
8,21
8,22
11,24
13,26
15,28
19,31
7,20
7,20
18,31
8,30
18,31
15,28
7,19
16,29
19,33
19,32
19,31
18,31
12,25
8,20
8,20
8,24
20,32
9,31
20,32
20,32
12,31
20,32
16,30
8,24
19,32
17,30
20,32
8,24
13,26
18,32
19,32
7,19
7,31
15,29
8,28
19,31
9,22
8,20
6,19
19,31
8,26
19,32
19,31
19,32
17,30
7,19
8,19
7,31
13,26
20,32
18,31
7,19
11,29
20,32
8,31
20,32
19,31
7,19
21,32
16,28
9,32
19,31
19,31
12,28
19,32
19,32
8,20
19,32
20,32
19,32
19,32
11,29
19,31
19,32
10,24
8,20
19,31
19,32
21,32
8,27
7,20
8,20
18,31
19,32
12,26
12,24
8,21
8,31
7,19
7,21
20,32
7,19
8,31
17,31
10,23
19,32
7,32
12,25
14,29
20,32
12,31
15,28
18,31
19,31
15,29
16,30
18,31
19,32
20,32
8,31
20,32
10,28
10,27
10,26
21,32
20,31
20,33
7,20
20,32
20,32
18,31
20,32
7,20
19,32
11,30
19,31
12,25
20,32
20,33
20,32
14,28
8,31
19,31
19,31
11,31
20,33
20,32
8,20
21,33
19,32
10,31
18,31
20,33
20,32
7,19
11,24
7,20
16,30
7,20
20,32
20,32
19,31
20,31
20,32
8,26
16,28
20,32
15,29
10,23
7,19
7,32
10,24
20,32
8,21
10,32
8,32
19,31
7,19
7,19
18,31
8,21
7,32
7,31
18,31
8,31
8,21
20,31
19,32
7,20
20,32
19,32
20,33
19,32
20,32
8,20
20,32
20,32
15,28
19,32
18,31
17,30
7,19
8,30
20,32
20,32
13,26
11,24
19,31
18,31
18,31
7,30
20,32
20,32
7,19
7,31
7,20
19,32
20,32
8,20
18,31
14,27
19,32
11,32
7,26
19,32
19,31
7,22
7,19
20,32
7,32
19,32
20,32
9,28
19,32
8,20
20,32
21,31
7,30
8,31
12,25
11,26
19,32
7,25
9,21
19,32
11,31
7,20
11,24
8,31
13,26
17,31
14,26
20,32
12,26
20,32
7,31
20,32
8,21
20,32
12,31
10,31
20,32
8,22
11,31
20,32
18,32
20,31
8,21
7,20
18,31
19,32
19,32
19,32
20,33
20,32
20,32
18,31
8,31
14,28
7,20
17,30
11,25
13,27
20,31
15,32
21,32
19,31
8,20
11,31
20,32
8,32
7,19
20,32
7,31
9,24
16,28
7,21
19,32
9,31
20,32
13,27
8,30
19,32
20,32
21,32
15,32
10,25
18,31
10,30
7,20
19,32
19,31
19,32
18,31
16,28
8,20
19,32
16,29
20,32
20,31
14,32
20,32
8,32
20,32
14,28
10,28
20,32
20,32
7,31
18,31
19,32
18,31
20,32
7,20
8,20
19,31
19,31
19,32
19,31
7,21
12,26
18,31
20,33
10,24
11,31
19,32
19,32
7,19
15,31
14,27
8,24
8,20
7,31
18,31
7,20
20,31
16,29
7,27
17,31
18,32
8,26
19,31
7,20
20,32
18,31
18,31
18,30
21,32
16,29
13,26
14,26
8,23
20,32
13,27
8,24
11,25
8,26
14,27
19,31
13,26
21,33
12,31
7,19
20,32
15,28
19,31
10,24
19,32
20,32
20,33
20,32
8,20
19,32
19,32
19,32
6,19
14,27
19,32
8,21
7,19
17,30
17,29
13,32
10,32
20,32
8,21
7,20
8,27
9,22
8,21
17,30
9,29
7,20
9,30
8,32
20,31
7,32
19,32
20,33
8,31
21,33
8,29
20,31
8,20
7,19
7,20
9,24
20,32
12,26
20,31
14,27
19,32
8,31
19,31
11,28
9,27
8,30
8,31
20,32
20,31
8,28
16,32
20,32
19,30
10,24
12,32
20,32
8,32
19,32
8,25
19,32
7,18
7,31
8,31
8,22
6,18
19,32
8,30
19,32
15,28
19,32
19,31
7,19
8,31
20,32
14,31
19,31
19,31
20,33
18,31
8,20
20,32
10,31
9,22
18,31
13,26
10,24
17,30
20,32
19,32
7,19
19,32
7,19
16,29
20,32
7,19
14,27
20,32
18,31
17,32
20,32
7,20
8,31
8,30
19,32
18,32
19,32
21,32
19,32
8,21
19,32
21,32
17,29
8,24
8,31
19,31
7,19
20,32
10,31
7,30
8,32
19,32
20,31
19,32
15,28
18,32
19,32
20,32
7,21
10,32
20,32
20,32
20,32
17,30
7,20
8,20
7,19
18,31
19,32
20,32
19,32
20,32
16,28
8,19
19,32
19,31
20,32
11,32
20,32
16,30
19,31
7,20
7,31
8,21
32,20
10,31
7,20
19,32
15,30
17,31
10,23
19,32
8,28
7,27
20,32
14,27
14,27
20,32
14,27
19,32
18,31
7,20
20,32
12,25
8,22
19,32
20,32
15,28
9,22
21,32
12,29
7,30
19,32
10,23
11,24
20,32
8,26
14,31
8,32
20,32
18,31
20,32
17,31
12,30
8,26
20,32
19,32
16,30
20,33
19,31
11,24
11,28
19,32
17,32
20,32
18,30
12,31
8,31
11,25
7,20
19,32
19,31
11,31
9,23
21,32
19,32
20,33
18,32
14,27
8,21
20,32
7,20
8,19
18,31
20,32
20,32
20,32
21,32
19,32
8,32
8,21
15,28
20,32
12,26
20,32
6,19
19,32
21,32
20,32
8,21
20,31
7,18
12,32
18,32
7,26
20,33
7,20
10,31
20,32
11,24
19,31
7,19
18,30
8,20
21,32
7,19
18,31
17,31
7,20
19,32
20,32
13,25
19,31
10,23
8,23
7,26
20,32
19,31
20,32
8,25
16,28
16,31
11,24
8,32
7,20
18,32
19,32
7,19
12,32
7,19
11,25
19,32
7,18
7,19
19,31
19,32
15,28
18,31
19,31
19,32
18,30
20,32
21,32
14,26
15,29
8,31
19,32
20,32
14,30
21,32
11,24
20,31
19,32
8,20
8,29
20,31
20,33
20,32
20,32
7,21
13,25
8,22
8,31
19,31
19,31
7,20
10,22
8,20
20,31
10,31
19,32
8,20
9,22
8,23
18,31
11,23
12,31
17,30
20,32
8,28
19,32
19,32
17,31
20,32
17,30
19,31
19,32
8,20
20,32
14,27
20,32
21,33
8,21
21,32
16,31
18,32
20,32
21,33
21,32
8,30
20,33
19,31
20,32
20,32
7,19
15,31
20,32
20,32
19,32
8,19
7,19
20,32
18,31
8,21
19,31
20,32
7,20
9,22
18,31
21,32
7,19
19,32
19,32
20,32
19,32
12,26
21,33
20,33
11,25
15,29
7,20
20,32
12,25
7,19
7,19
20,32
7,26
15,28
20,31
19,31
18,31
20,32
19,31
10,23
14,26
19,31
20,32
14,26
13,29
7,18
20,32
7,19
14,27
19,31
8,20
20,32
12,26
13,26
20,33
15,28
8,31
9,32
11,25
19,31
10,30
19,32
19,31
7,20
19,32
17,30
20,32
7,20
20,32
20,32
7,25
15,28
19,32
19,31
11,25
20,31
16,28
7,20
15,31
15,29
20,32
19,32
7,31
9,32
20,31
7,20
19,32
7,29
9,22
18,31
20,32
7,29
19,32
9,23
20,32
18,31
7,30
12,25
19,31
17,31
20,32
18,31
13,31
7,19
19,32
7,21
8,25
19,32
15,29
13,31
14,31
20,32
18,31
8,23
16,29
9,22
10,26
20,32
17,30
20,32
15,28
15,27
8,20
7,22
17,32
16,30
19,32
19,31
20,32
18,32
20,32
18,32
8,31
15,28
20,32
20,32
19,32
19,31
16,31
10,23
19,32
17,31
12,24
19,32
19,31
19,31
21,32
19,31
18,31
8,30
19,32
20,32
19,32
9,23
8,20
19,31
11,24
17,31
7,28
20,32
19,30
20,33
15,28
9,27
19,31
19,32
21,33
21,32
19,31
19,32
14,30
8,20
19,31
17,31
7,29
13,31
13,25
21,32
20,32
12,32
19,31
15,31
7,27
13,31
8,31
20,32
15,28
19,31
21,32
7,19
7,20
8,20
14,28
8,24
7,19
7,32
10,24
20,32
19,31
7,20
9,31
20,32
19,32
19,32
7,19
8,23
20,32
19,32
8,30
19,31
12,25
8,31
17,30
9,22
7,31
15,30
18,31
21,32
7,24
20,32
16,30
19,31
19,31
19,32
20,32
20,32
14,28
16,28
16,28
10,24
20,32
10,23
21,32
19,32
8,20
21,32
7,24
18,31
20,32
7,19
6,19
16,31
19,32
19,32
13,28
8,28
19,32
18,31
21,33
7,20
20,32
7,19
7,32
7,31
18,31
11,31
11,24
20,32
20,32
8,31
10,27
15,28
11,30
20,32
9,22
11,31
20,32
20,32
20,32
11,31
19,32
19,32
20,32
8,20
19,32
12,24
11,24
9,23
15,32
20,32
19,32
12,27
19,32
7,27
19,32
7,19
16,30
20,32
13,26
18,32
7,20
